title,release_year,release_month,budget,revenue,runtime,popularity,vote_average,vote_count,original_language,genre_count,production_company_count,language_count,is_english,has_tagline,log_budget,log_revenue,log_popularity,log_vote_count
Dumb and Dumber,1994.0,12.0,16000000.0,247275374.0,107.0,9.844558,6.5,1894.0,en,1,2,1,1,1,16.588099342704055,19.32601315211921,2.383663387339479,7.546974117516527
Eat Drink Man Woman,1994.0,8.0,0.0,7294403.0,123.0,4.860016,7.5,76.0,zh,3,3,1,0,0,0.0,15.802618036807033,1.7681523339606204,4.343805421853684
Exotica,1994.0,9.0,0.0,0.0,103.0,5.378467,6.5,64.0,en,2,3,2,1,1,0.0,0.0,1.8529277863526605,4.174387269895637
Exit to Eden,1994.0,10.0,0.0,6841570.0,113.0,4.322726,4.3,28.0,en,4,1,1,1,1,0.0,15.738527941589268,1.671985578133457,3.367295829986474
Ed Wood,1994.0,9.0,18000000.0,5887457.0,127.0,11.720358,7.3,639.0,en,3,1,1,1,1,16.705882371415992,15.588334883523403,2.5432037021700107,6.461468176353717
French Kiss,1995.0,5.0,0.0,0.0,111.0,9.146544,6.2,179.0,en,2,4,2,1,0,0.0,0.0,2.3171331548961884,5.19295685089021
Forget Paris,1995.0,5.0,0.0,0.0,101.0,16.236745,6.1,38.0,en,3,2,1,1,0,0.0,0.0,2.8470434423052113,3.6635616461296463
Far from Home: The Adventures of Yellow Dog,1995.0,1.0,0.0,0.0,87.0,2.657337,5.6,27.0,en,4,1,1,1,1,0.0,0.0,1.296735286958695,3.332204510175204
A Goofy Movie,1995.0,4.0,0.0,35348597.0,78.0,10.177977,6.7,404.0,en,5,1,1,1,1,0.0,17.380769288982872,2.413945503232221,6.003887067106539
Fluke,1995.0,6.0,0.0,0.0,96.0,4.953936,6.6,48.0,en,3,1,1,1,1,0.0,0.0,1.7840525134595615,3.8918202981106265
Hoop Dreams,1994.0,9.0,700000.0,7830611.0,171.0,9.47666,7.7,91.0,en,1,2,1,1,1,13.45883704259595,15.87355122583212,2.349149925806452,4.5217885770490405
Heavenly Creatures,1994.0,9.0,5000000.0,3049135.0,99.0,9.438042,6.9,299.0,en,2,4,1,1,1,15.424948670398354,14.930368829764083,2.345457016972467,5.703782474656201
Immortal Beloved,1994.0,12.0,120.0,0.0,121.0,7.983666,6.9,90.0,en,3,3,1,1,0,4.795790545596741,0.0,2.195408039541135,4.51085950651685
Heavyweights,1995.0,2.0,0.0,17689177.0,100.0,9.546707,6.0,97.0,en,3,2,1,1,1,0.0,16.688463598125878,2.355813678497103,4.584967478670572
The Hunted,1995.0,2.0,0.0,0.0,106.0,2.756986,6.0,25.0,en,2,2,3,1,1,0.0,0.0,1.32361704020746,3.258096538021482
I.Q.,1994.0,12.0,25000000.0,0.0,100.0,5.146352,5.9,112.0,en,3,1,2,1,1,17.034386422832473,0.0,1.8158587350913604,4.727387818712341
Interview with the Vampire,1994.0,11.0,60000000.0,223664608.0,123.0,11.970205,7.2,1558.0,en,2,1,2,1,1,17.909855136853043,19.22565820652359,2.562654803908918,7.351799869057777
Junior,1994.0,11.0,60000000.0,37000000.0,109.0,6.710215,4.7,381.0,en,3,2,1,1,1,17.909855136853043,17.426428497635523,2.042546073048951,5.945420608606575
Just Cause,1995.0,2.0,0.0,0.0,102.0,9.195256,6.0,124.0,en,4,3,1,1,1,0.0,0.0,2.321922514059369,4.8283137373023015
A Kid in King Arthur's Court,1995.0,8.0,0.0,0.0,89.0,5.874511,4.3,40.0,en,5,2,1,1,1,0.0,0.0,1.9278205137502433,3.713572066704308
Kiss of Death,1995.0,4.0,40000000.0,0.0,101.0,7.797512,5.7,83.0,en,4,1,1,1,0,17.50439003707821,0.0,2.174468954236543,4.430816798843313
Star Wars,1977.0,5.0,11000000.0,775398007.0,121.0,42.149697,8.1,6778.0,en,3,2,1,1,1,16.213405921671733,20.468887014201155,3.76467539548856,8.821584877430965
Little Women,1994.0,12.0,18000000.0,0.0,115.0,9.774994,7.0,222.0,en,2,1,3,1,1,16.705882371415992,0.0,2.377228079145109,5.407171771460119
A Little Princess,1995.0,5.0,17000000.0,0.0,97.0,7.731725,7.4,207.0,en,3,1,2,1,1,16.648723960844016,0.0,2.166962944834007,5.337538079701318
Like Water for Chocolate,1992.0,4.0,2000000.0,21665468.0,105.0,4.126083,6.6,70.0,es,2,2,2,0,1,14.508658238524095,16.891230260740898,1.634341819773335,4.2626798770413155
Legends of the Fall,1994.0,12.0,30000000.0,160638883.0,133.0,12.199047,7.2,636.0,en,4,3,2,1,1,17.216707972959764,18.894669447232353,2.5801446300163016,6.456769655572163
Major Payne,1995.0,3.0,0.0,0.0,95.0,9.253362,6.1,164.0,en,3,1,1,1,1,0.0,0.0,2.3276056518041766,5.10594547390058
Little Odessa,1994.0,10.0,0.0,0.0,98.0,1.861292,6.4,31.0,en,2,3,1,1,1,0.0,0.0,1.051273271075988,3.4657359027997265
Losing Isaiah,1995.0,3.0,17000000.0,7603766.0,106.0,7.698526,6.4,28.0,en,1,1,1,1,1,16.648723960844016,15.844154340353498,2.1631535860190962,3.367295829986474
The Madness of King George,1994.0,12.0,0.0,0.0,107.0,4.81307,6.7,67.0,en,3,3,1,1,0,0.0,0.0,1.7601088306215933,4.219507705176107
Mary Shelley's Frankenstein,1994.0,11.0,45000000.0,112006296.0,123.0,14.287753,6.1,272.0,en,4,2,1,1,1,17.622173069956816,18.53406565089319,2.7270520503448696,5.60947179518496
Man of the House,1995.0,3.0,0.0,0.0,96.0,2.558118,5.1,40.0,en,3,1,1,1,1,0.0,0.0,1.2692317533929762,3.713572066704308
Mixed Nuts,1994.0,12.0,15000000.0,0.0,97.0,2.899608,5.2,37.0,en,3,1,1,1,0,16.52356082573315,0.0,1.360876035263336,3.6375861597263857
Milk Money,1994.0,8.0,0.0,18137661.0,108.0,3.770115,5.6,49.0,en,2,2,1,1,1,0.0,16.713501107905884,1.5623704136243073,3.912023005428146
Miracle on 34th Street,1994.0,11.0,0.0,46264384.0,114.0,5.831622,6.4,199.0,en,3,1,1,1,1,0.0,17.649883000590858,1.9215621270867733,5.298317366548036
Murder in the First,1995.0,1.0,0.0,17381942.0,122.0,9.518564,6.9,140.0,en,2,2,1,1,1,0.0,16.670942466719765,2.353141696091191,4.948759890378168
Nobody's Fool,1994.0,12.0,0.0,0.0,110.0,2.891269,7.0,56.0,en,2,3,3,1,1,0.0,0.0,1.3587353255115193,4.04305126783455
Nell,1994.0,12.0,31000000.0,106683817.0,112.0,5.930957,6.1,128.0,en,2,3,1,1,1,17.249497794707484,18.485380045914006,1.9359978989056374,4.859812404361672
Natural Born Killers,1994.0,8.0,34000000.0,50282766.0,119.0,11.226856,6.9,927.0,en,3,6,3,1,1,17.341871111992198,17.733172971993923,2.5036348438783396,6.833031732786201
Only You,1994.0,9.0,0.0,0.0,115.0,4.936761,6.4,92.0,en,3,1,1,1,1,0.0,0.0,1.7811636984566832,4.532599493153256
Once Were Warriors,1994.0,9.0,0.0,2201126.0,99.0,4.025276,7.6,106.0,en,1,3,2,1,1,0.0,14.604480059888937,1.6144803778099306,4.672828834461906
Poison Ivy II: Lily,1996.0,1.0,0.0,0.0,106.0,6.448039,4.6,32.0,en,3,3,1,1,1,0.0,0.0,2.007950776266105,3.4965075614664802
Outbreak,1995.0,3.0,50000000.0,189859560.0,127.0,13.676444,6.4,522.0,en,4,4,3,1,1,17.72753358339242,19.061795204185188,2.68624375951047,6.259581464064923
Leon: The Professional,1994.0,9.0,16000000.0,45284974.0,110.0,20.477329,8.2,4293.0,fr,3,2,1,0,1,16.588099342704055,17.628485857731853,3.066997913677869,8.364973978438726
Pulp Fiction,1994.0,9.0,8000000.0,213928762.0,154.0,140.950236,8.3,8670.0,en,2,3,3,1,1,15.894952224644102,19.18115363439065,4.955476545474837,9.06773940337716
Priest,1994.0,1.0,0.0,4176932.0,98.0,1.881932,6.4,32.0,en,2,3,1,1,1,0.0,15.245087803130414,1.0584609025730856,3.4965075614664802
Quiz Show,1994.0,9.0,0.0,0.0,133.0,7.772505,7.1,262.0,en,2,3,1,1,1,0.0,0.0,2.171622398438023,5.572154032177765
Queen Margot,1994.0,5.0,0.0,0.0,162.0,4.405405,7.0,67.0,fr,2,11,2,0,0,0.0,0.0,1.6873993789038093,4.219507705176107
The Quick and the Dead,1995.0,2.0,32000000.0,18552460.0,107.0,7.54701,6.2,431.0,en,2,1,1,1,1,17.281246492014,16.73611300668165,2.1455815141843666,6.068425588244111
Prêt-à-Porter,1994.0,12.0,15000000.0,11300653.0,133.0,6.259433,5.3,33.0,en,2,1,5,1,1,16.52356082573315,16.240371158114005,1.9823017266132517,3.5263605246161616
Three Colors: Red,1994.0,5.0,0.0,0.0,99.0,7.832755,7.8,246.0,fr,3,4,1,0,0,0.0,0.0,2.1784669704825883,5.5093883366279774
Three Colors: Blue,1993.0,1.0,0.0,0.0,98.0,8.843517,7.7,311.0,fr,3,2,2,0,0,0.0,0.0,2.2868130659045014,5.7430031878094825
Three Colors: White,1994.0,1.0,0.0,0.0,91.0,6.5898,7.3,218.0,fr,3,3,3,0,0,0.0,0.0,2.026805240599226,5.389071729816501
The Swan Princess,1994.0,11.0,35000000.0,9771658.0,89.0,8.910462,6.5,251.0,en,1,1,1,1,1,17.370858648025116,16.094996815130763,2.293590966831424,5.529429087511423
The Specialist,1994.0,10.0,45000000.0,170362582.0,110.0,10.388183,5.5,317.0,en,2,3,1,1,1,17.622173069956816,18.953439564914206,2.432576238833569,5.762051382780177
Stargate,1994.0,10.0,55000000.0,196567262.0,121.0,13.328924,6.8,942.0,en,3,3,3,1,1,17.822843761378564,19.096515236043995,2.6622801517913053,6.849066282633458
The Santa Clause,1994.0,11.0,22000000.0,189833357.0,97.0,9.665424,6.3,501.0,en,4,2,1,1,1,16.906553056777135,19.061657182121934,2.3670071073449646,6.218600119691729
The Shawshank Redemption,1994.0,9.0,25000000.0,28341469.0,142.0,51.645403,8.5,8358.0,en,2,2,1,1,1,17.034386422832473,17.1598366610298,3.9635789223273856,9.031094081699155
Shallow Grave,1994.0,12.0,0.0,0.0,92.0,8.223026,7.0,247.0,en,2,4,1,1,1,0.0,0.0,2.2217031832889664,5.5134287461649825
Swimming with Sharks,1994.0,9.0,0.0,0.0,101.0,5.869261,6.7,104.0,en,2,2,1,1,1,0.0,0.0,1.9270565313070893,4.653960350157523
To Live,1994.0,6.0,0.0,0.0,125.0,5.260627,7.7,62.0,zh,3,2,1,0,0,0.0,0.0,1.8342803398407639,4.143134726391533
Tank Girl,1995.0,3.0,25000000.0,4064495.0,98.0,7.602087,5.5,140.0,en,4,1,1,1,1,17.034386422832473,15.21780030803739,2.152004848237393,4.948759890378168
Tales from the Crypt: Demon Knight,1995.0,1.0,0.0,0.0,92.0,9.455342,6.7,96.0,en,3,2,1,1,1,0.0,0.0,2.3471130439668175,4.574710978503383
Star Trek: Generations,1994.0,11.0,38000000.0,120000000.0,118.0,8.105708,6.4,461.0,en,4,1,1,1,1,17.453096744006448,18.603002309079653,2.2089014696292772,6.135564891081739
Tales from the Hood,1995.0,5.0,6000000.0,12000000.0,98.0,2.86007,5.4,33.0,en,3,2,1,1,1,15.607270193858982,16.300417291085605,1.3506853180273335,3.5263605246161616
Village of the Damned,1995.0,4.0,0.0,0.0,99.0,6.529879,5.6,165.0,en,3,1,1,1,1,0.0,0.0,2.0188789726255885,5.111987788356544
Tommy Boy,1995.0,3.0,0.0,32648673.0,97.0,11.971318,6.8,321.0,en,1,1,1,1,1,0.0,17.301314800304574,2.562740612286528,5.7745515455444085
What's Eating Gilbert Grape,1993.0,12.0,11000000.0,10032765.0,118.0,10.3919,7.5,943.0,en,2,1,1,1,1,16.213405921671733,16.121366894601774,2.4329025765412045,6.8501261661455
Virtuosity,1995.0,8.0,30000000.0,24048000.0,106.0,5.188399,5.4,163.0,en,4,1,1,1,1,17.216707972959764,16.99556243255839,1.8226764102701063,5.099866427824199
While You Were Sleeping,1995.0,4.0,17000000.0,182057016.0,103.0,15.783615,6.5,340.0,en,3,2,1,1,1,16.648723960844016,19.019830476198848,2.82040311287798,5.831882477283517
The War,1994.0,11.0,0.0,0.0,126.0,3.908596,6.3,39.0,en,1,1,1,1,0,0.0,0.0,1.590987953868934,3.6888794541139363
Muriel's Wedding,1994.0,9.0,3000000.0,15119639.0,106.0,5.254847,6.9,104.0,en,3,3,1,1,1,14.914123179965662,16.5315051189084,1.8333566831880586,4.653960350157523
Ace Ventura: Pet Detective,1994.0,2.0,15000000.0,107217396.0,86.0,11.247957,6.4,1684.0,en,2,2,1,1,1,16.52356082573315,18.490369078881876,2.50535914757195,7.429520842786462
"The Adventures of Priscilla, Queen of the Desert",1994.0,5.0,0.0,11220670.0,104.0,8.328596,7.2,174.0,en,2,1,1,1,1,0.0,16.233268260192208,2.2330845212205404,5.1647859739235145
Backbeat,1994.0,4.0,0.0,0.0,100.0,2.487951,6.2,37.0,en,2,1,4,1,0,0.0,0.0,1.2493144577829192,3.6375861597263857
Bitter Moon,1992.0,9.0,5000000.0,1862805.0,139.0,11.298195,7.0,115.0,en,3,6,2,1,1,15.424948670398354,14.43759451104287,2.509452503642356,4.7535901911063645
Bullets Over Broadway,1994.0,10.0,0.0,0.0,98.0,5.72288,7.0,130.0,en,3,1,1,1,0,0.0,0.0,1.9055166341531256,4.875197323201151
Clear and Present Danger,1994.0,8.0,62000000.0,215887717.0,141.0,7.513245,6.4,390.0,en,3,2,1,1,1,17.9426449591384,19.19026900641899,2.1416231860014827,5.968707559985366
The Client,1994.0,7.0,45000000.0,117615211.0,119.0,15.263829,6.4,287.0,en,4,3,1,1,1,17.622173069956816,18.582928938804823,2.788943562252081,5.662960480135946
"Corrina, Corrina",1994.0,8.0,0.0,0.0,115.0,6.924689,6.4,83.0,en,4,1,2,1,0,0.0,0.0,2.069983076091113,4.430816798843313
Crooklyn,1994.0,5.0,0.0,0.0,115.0,2.533022,6.7,31.0,en,2,2,1,1,0,0.0,0.0,1.262153595360168,3.4657359027997265
The Crow,1994.0,5.0,15000000.0,94000000.0,102.0,15.799336,7.3,980.0,en,3,5,1,1,1,16.52356082573315,18.358805350872576,2.821339361818603,6.8885724595653635
Cobb,1994.0,12.0,0.0,1007583.0,128.0,2.583363,6.1,29.0,en,1,4,1,1,1,0.0,13.823065944017324,1.2763017449410583,3.4011973816621555
The Flintstones,1994.0,5.0,46000000.0,341631208.0,91.0,15.019586,5.0,559.0,en,3,3,1,1,1,17.6441519761925,19.649242376946724,2.773812098609656,6.327936783729195
Forrest Gump,1994.0,7.0,55000000.0,677945399.0,142.0,48.307194,8.2,8147.0,en,3,1,1,1,1,17.822843761378564,20.334577311688424,3.898069993323823,9.005527777346696
Four Weddings and a Funeral,1994.0,3.0,6000000.0,254700832.0,117.0,8.990345,6.6,654.0,en,3,3,1,1,1,15.607270193858982,19.355600210458668,2.3016191265986934,6.484635235635252
Higher Learning,1995.0,1.0,0.0,38290723.0,127.0,7.817811,6.4,49.0,en,3,2,1,1,0,0.0,17.460718231605874,2.1767736532744295,3.912023005428146
I Love Trouble,1994.0,6.0,45000000.0,61947267.0,123.0,3.570874,5.3,41.0,en,3,2,2,1,1,17.622173069956816,17.94179406498628,1.5197044338854568,3.7376696182833684
It Could Happen to You,1994.0,7.0,0.0,0.0,101.0,11.272073,6.1,154.0,en,3,1,1,1,1,0.0,0.0,2.5073261931078603,5.043425116919247
The Jungle Book,1994.0,12.0,0.0,0.0,111.0,10.714235,5.9,107.0,en,3,0,2,1,0,0.0,0.0,2.460804768931276,4.68213122712422
The Lion King,1994.0,6.0,45000000.0,788241776.0,89.0,21.605761,8.0,5520.0,en,3,2,1,1,1,17.622173069956816,20.485315424365478,3.1182047852982477,8.616314282284044
Little Buddha,1993.0,12.0,35000000.0,4858139.0,140.0,5.681522,6.0,76.0,en,2,1,1,1,1,17.370858648025116,15.396166206572815,1.8993458059073585,4.343805421853684
New Nightmare,1994.0,10.0,14000000.0,18090181.0,112.0,9.860522,6.4,297.0,en,4,1,1,1,1,16.454567959008102,16.710879918127944,2.3851343796489846,5.697093486505405
The Mask,1994.0,7.0,23000000.0,351583407.0,101.0,14.13488,6.6,2550.0,en,4,2,2,1,1,16.951004817371683,19.67795753267319,2.7170020138000304,7.844240718141811
Maverick,1994.0,5.0,0.0,0.0,127.0,15.050326,6.6,490.0,en,5,2,1,1,1,0.0,0.0,2.7757291608962285,6.19644412779452
The Naked Gun 33⅓: The Final Insult,1994.0,3.0,30000000.0,51132598.0,83.0,10.587232,6.4,535.0,en,2,1,1,1,1,17.216707972959764,17.74993279697887,2.449903802253419,6.284134161070802
The Paper,1994.0,3.0,6000000.0,0.0,112.0,4.006063,6.1,40.0,en,2,2,1,1,1,15.607270193858982,0.0,1.6106497778285156,3.713572066704308
Reality Bites,1994.0,2.0,11500000.0,20079850.0,99.0,6.514592,6.5,180.0,en,1,2,1,1,1,16.257857680289998,16.815227432441546,2.0168467303139397,5.198497031265826
Red Rock West,1993.0,7.0,8000000.0,2000000.0,98.0,5.137903,6.4,71.0,en,3,2,1,1,1,15.894952224644102,14.508658238524095,1.81448315287945,4.276666119016055
Ri¢hie Ri¢h,1994.0,12.0,40000000.0,0.0,95.0,6.595255,5.4,426.0,en,2,3,2,1,1,17.50439003707821,0.0,2.0275237102043286,6.056784013228625
The River Wild,1994.0,9.0,45000000.0,0.0,111.0,10.511241,6.1,214.0,en,4,3,1,1,1,17.622173069956816,0.0,2.443324036209286,5.3706380281276624
Speed,1994.0,6.0,30000000.0,350448145.0,116.0,10.859292,6.8,1814.0,en,3,1,1,1,1,17.216707972959764,19.674723310555624,2.4731116953289902,7.503840746698951
Timecop,1994.0,9.0,27000000.0,101646581.0,99.0,8.907074,5.5,288.0,en,4,6,1,1,1,17.11134746100564,18.437012472288835,2.293249047429031,5.666426688112432
True Lies,1994.0,7.0,115000000.0,378882411.0,141.0,11.396099,6.8,1138.0,en,2,2,4,1,1,18.560442695023177,19.752736456331352,2.517381826340851,7.037905963447182
When a Man Loves a Woman,1994.0,4.0,0.0,50021959.0,126.0,4.322544,6.0,71.0,en,2,1,3,1,1,0.0,17.72797266697233,1.6719513845432488,4.276666119016055
Wolf,1994.0,6.0,0.0,0.0,125.0,14.063845,6.0,221.0,en,1,1,1,1,1,0.0,0.0,2.712297501870157,5.402677381872279
Wyatt Earp,1994.0,6.0,63000000.0,25052000.0,191.0,9.277147,6.5,203.0,en,3,4,1,1,1,17.958645300228824,17.036464262544413,2.329922692325789,5.318119993844216
A Low Down Dirty Shame,1994.0,11.0,10000000.0,29392418.0,100.0,3.021526,6.0,31.0,en,3,2,1,1,1,16.118095750958314,17.196247341915182,1.3916614325903722,3.4657359027997265
"Faster, Pussycat! Kill! Kill!",1965.0,8.0,45000.0,0.0,83.0,4.220541,6.5,59.0,en,2,1,1,1,1,10.714439990727769,0.0,1.6526010363710528,4.0943445622221
Street Fighter,1994.0,12.0,35000000.0,99423521.0,102.0,13.58449,4.1,330.0,en,3,2,2,1,1,17.370858648025116,18.414899283471048,2.6799586352760163,5.802118375377063
Highlander: The Final Dimension,1994.0,11.0,26000000.0,36800000.0,99.0,6.866634,4.5,110.0,en,3,4,1,1,1,17.073607134447293,17.421008430313073,2.06263027081246,4.709530201312334
In the Mouth of Madness,1994.0,12.0,8000000.0,8946600.0,95.0,8.497643,7.1,307.0,en,3,1,1,1,1,15.894952224644102,16.006784241581354,2.251043662560135,5.730099782973575
Above the Rim,1994.0,3.0,0.0,0.0,96.0,4.38154,6.7,40.0,en,2,1,1,1,1,0.0,0.0,1.6829745785664683,3.713572066704308
Addams Family Values,1993.0,11.0,0.0,48919043.0,94.0,17.555909,6.5,537.0,en,3,3,1,1,1,0.0,17.70567732648273,2.9207882828033185,6.2878585601617845
The Age of Innocence,1993.0,9.0,34000000.0,32255440.0,139.0,8.013617,7.0,172.0,en,2,1,2,1,1,17.341871111992198,17.289197300153884,2.198736433904915,5.153291594497779
Airheads,1994.0,8.0,0.0,0.0,92.0,7.09232,5.8,222.0,en,3,3,1,1,1,0.0,0.0,2.0909154637534635,5.407171771460119
The Air Up There,1994.0,1.0,17080000.0,21011500.0,107.0,1.896273,5.1,42.0,en,2,6,1,1,0,16.653418804872704,16.860580512439707,1.0634247380363266,3.7612001156935624
Another Stakeout,1993.0,7.0,0.0,0.0,105.0,12.967239,4.9,58.0,en,2,1,1,1,1,0.0,0.0,2.636714515940672,4.07753744390572
Bad Girls,1994.0,4.0,0.0,15240435.0,99.0,14.644772,4.6,61.0,en,5,2,2,1,1,0.0,16.539462716737432,2.750136803668536,4.127134385045092
The Beverly Hillbillies,1993.0,10.0,0.0,0.0,93.0,5.673735,5.0,86.0,en,1,1,1,1,1,0.0,0.0,1.8981796732178207,4.465908118654584
Beverly Hills Cop III,1994.0,5.0,50000000.0,119208989.0,104.0,11.787784,5.5,445.0,en,3,2,1,1,0,17.72753358339242,18.596388729214706,2.5484903402197854,6.100318952020064
Black Beauty,1994.0,7.0,0.0,0.0,88.0,8.398845,6.6,68.0,en,4,1,1,1,0,0.0,0.0,2.2405868093861083,4.23410650459726
Blink,1994.0,1.0,0.0,16668552.0,106.0,3.00282,6.3,45.0,en,4,1,1,1,1,0.0,16.62903444831994,1.3869991127241297,3.828641396489095
Blown Away,1994.0,7.0,0.0,30156002.0,121.0,13.155071,6.0,126.0,en,3,2,1,1,1,0.0,17.221894565796415,2.6500729344467264,4.844187086458591
Blue Chips,1994.0,2.0,0.0,0.0,108.0,6.131056,5.7,41.0,en,1,1,1,1,0,0.0,0.0,1.9644593300513715,3.7376696182833684
Blue Sky,1994.0,9.0,0.0,0.0,101.0,4.993829,6.1,28.0,en,2,2,2,1,1,0.0,0.0,1.7907304399589967,3.367295829986474
Body Snatchers,1993.0,6.0,13000000.0,428868.0,87.0,6.559693,5.8,102.0,en,3,3,1,1,1,16.380459992348886,12.968906789972536,2.022830580901287,4.634728988229636
Boxing Helena,1993.0,6.0,0.0,1796389.0,107.0,4.304224,4.5,59.0,en,2,1,1,1,1,0.0,14.401289653491293,1.6685034842693303,4.0943445622221
A Bronx Tale,1993.0,9.0,22000000.0,17287898.0,121.0,6.115628,7.4,447.0,en,2,2,2,1,1,16.906553056777135,16.665517334949108,1.9622934918772565,6.104793232414985
Cabin Boy,1994.0,1.0,0.0,3662459.0,80.0,1.679042,4.9,28.0,en,1,1,1,1,1,0.0,15.113645610746113,0.9854592679311824,3.367295829986474
Carlito's Way,1993.0,11.0,30000000.0,36516012.0,144.0,8.698509,7.7,805.0,en,4,3,2,1,1,17.216707972959764,17.41326143467537,2.271972162354332,6.692083742506628
City Slickers II: The Legend of Curly's Gold,1994.0,6.0,0.0,0.0,116.0,8.605703,4.9,103.0,en,4,2,3,1,0,0.0,0.0,2.262356984588516,4.6443908991413725
Clean Slate,1994.0,5.0,0.0,7355425.0,107.0,2.724621,5.7,25.0,en,3,1,1,1,0,0.0,15.81094883012285,1.3149651016887096,3.258096538021482
Cliffhanger,1993.0,5.0,70000000.0,255000211.0,112.0,9.830853,6.1,600.0,en,3,6,1,1,1,18.064005814299346,19.356774934494904,2.382398820607495,6.398594934535208
Coneheads,1993.0,7.0,0.0,0.0,88.0,10.722729,4.8,228.0,en,3,1,1,1,1,0.0,0.0,2.461529606872904,5.43372200355424
Color of Night,1994.0,8.0,40000000.0,19726050.0,121.0,14.228963,5.4,117.0,en,4,2,2,1,1,17.50439003707821,16.79745070591299,2.7231990752914497,4.770684624465665
Cops & Robbersons,1994.0,4.0,0.0,0.0,93.0,7.042878,5.0,36.0,en,3,1,2,1,0,0.0,0.0,2.084786979337413,3.6109179126442243
The Cowboy Way,1994.0,6.0,0.0,0.0,102.0,4.286279,5.1,38.0,en,3,2,1,1,0,0.0,0.0,1.6651145957199938,3.6635616461296463
Dave,1993.0,5.0,0.0,63000000.0,110.0,13.696394,6.3,205.0,en,1,3,1,1,1,0.0,17.958645300228824,2.6876021575697733,5.327876168789581
Dazed and Confused,1993.0,9.0,6900000.0,7993039.0,102.0,6.8652,7.4,588.0,en,2,3,1,1,1,15.747032114495013,15.894081720974466,2.062447965303265,6.3784261836515865
Demolition Man,1993.0,10.0,57000000.0,159055768.0,115.0,11.626116,6.4,1018.0,en,3,2,1,1,1,17.858561843342684,18.88476544711433,2.5357673672943277,6.926577033222725
Even Cowgirls Get the Blues,1994.0,5.0,8000000.0,0.0,96.0,2.970724,4.2,29.0,en,4,1,2,1,0,15.894952224644102,0.0,1.3789484458303074,3.4011973816621555
Fatal Instinct,1993.0,10.0,0.0,0.0,91.0,3.555139,5.4,37.0,en,1,1,2,1,1,0.0,0.0,1.5162560461628958,3.6375861597263857
Farewell My Concubine,1993.0,9.0,0.0,0.0,171.0,4.875827,7.8,98.0,zh,1,3,1,0,0,0.0,0.0,1.7708468160810718,4.59511985013459
Fearless,1993.0,10.0,0.0,0.0,122.0,9.284624,6.8,80.0,en,1,2,1,1,1,0.0,0.0,2.330649964342345,4.394449154672439
With Honors,1994.0,4.0,0.0,0.0,103.0,2.969003,6.1,54.0,en,2,2,1,1,1,0.0,0.0,1.3785149296585413,4.007333185232471
For Love or Money,1993.0,10.0,30000000.0,11146270.0,94.0,8.468869,5.7,77.0,en,2,2,1,1,1,17.216707972959764,16.22661556047117,2.248009470287436,4.356708826689592
The Firm,1993.0,6.0,42000000.0,270248367.0,154.0,9.678367,6.6,513.0,en,3,3,1,1,1,17.553180200057167,19.414851975612443,2.3682199192195283,6.2422232654551655
Free Willy,1993.0,7.0,20000000.0,153698625.0,112.0,5.990572,6.0,429.0,en,2,5,1,1,1,16.811242881518265,18.850504268976348,1.9445623840851405,6.063785208687608
Fresh,1994.0,8.0,0.0,0.0,114.0,3.970215,7.6,56.0,en,3,1,1,1,0,0.0,0.0,1.6034630987302139,4.04305126783455
The Fugitive,1993.0,8.0,44000000.0,368875760.0,130.0,10.08937,7.2,1240.0,en,5,1,1,1,1,17.599700214609808,19.725970454254732,2.4059869918135672,7.123672785204607
Geronimo: An American Legend,1993.0,12.0,35000000.0,18635620.0,115.0,4.653462,5.9,44.0,en,4,1,2,1,1,17.370858648025116,16.74058541472984,1.7322681008706176,3.8066624897703196
The Getaway,1994.0,2.0,0.0,30.0,115.0,14.214403,5.4,81.0,en,3,2,1,1,0,0.0,3.4339872044851463,2.7222425449846406,4.406719247264253
